,view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,comments,weibo_content,repost_num,thumbs_up,comment_num
10,67,1,2260417513,  海外,2019-08-23 13:35:39,https://weibo.cn/comment/I3xGb4P2F,['中'],"[':被世界列为疑难杂症的白血病被日本攻克！治療费用约为3300万日元💴200万人民币。正式被列为医疗保险里！30%自己负担，约为990万日币 日本·东京 ', '我身患白血病，你说话要负责的，你以为白血病是一种病吗？白血病类血液病大小病种我知道的都有十几种，每种病情和治疗方案都不同，日本是发明了仙丹吗？单一一种病类攻克我无话可说，你要是把白血病笼统当一个病，那我只能说你是个营销号', '真的吗，确认了？', '这是来博眼球的吧', '谣言', '回复@日本东京租房买房_Arron乐叔:1，只是把キムリア疗法加入医保，2，这种疗法可以延长白血病人寿命并不是治愈，3，这种疗法不是日本发明的。', '回复@毒枭水桥舞:具体如下 评论配图', '回复@毒枭水桥舞:瑞士公司在日进行实验，治愈216名白血病患=日本攻克白血病', '回复@毒枭水桥舞:日本确实攻克了，只是好像要把你的血清还是什么运到美国去进行研发', '美国研发的，日本批准入医保', '回复@毒枭水桥舞:该疗法将用于25岁或以下的B细胞急性淋巴细胞白血病患者和弥漫性大B细胞淋巴瘤患者，看起来像是真的', '回复@毒枭水桥舞:哦，那这个是治疗哪种？', '攻克谈不上，这只是针对于一种的免疫细胞细胞疗法，短时期不复发', '回复@伦桑是我:诺华', '', '回复@青衿之心:没错', '回复@毒枭水桥舞:你可以发看一下 我今天发的一篇文章', '回复@毒枭水桥舞:本来就是营销号啊', '回复@北欧战神最棒:你清醒点，白血病不是一种病，是一类病，分十几种，最常见两大类就是all和aml，治疗方案完全不一样，我没听说过一种药可以攻克十几种病，还是这么大的病，明显是营销号带节奏', '我身患白血病，你说话要负责的，你以为白血病是一种病吗？白血病类血液病大小病种我知道的都有十几种，每种病情和治疗方案都不同，日本是发明了仙丹吗？单一一种病类攻克我无话可说，你要是把白血病笼统当一个病，那我只能说你是个营销号', '百分之三十也要六十万', '那是真的牛皮！', 'CAR-T疗法，诺华公司的最先进的治疗技术方案，怎么就变成日本人攻克了？各大媒体都没有反应，要是真的早就报道满天飞了。最多也是攻克白血病中的一种吧', '回复@小陆的乌托邦:完全缓解，和6个月生存率可以查一下，目前CAR-T疗法都是收治复发难治的白血病人，主流的6个月生存率是50%，完全缓解率是89%左右', '加油，希望是真的', '回复@21离异有一女:是真的', '回复@伦桑是我:已发文章 可以看一下', '回复@西河丰年稻花:确定了 我已经发了一篇文章 可以看一下详细资料', '回复@FELIXAILH:谢谢🙏目前得到控制了 在药物治疗 说是要清除身体里的病毒', '回复@FELIXAILH:谢谢关心 我妈是m3 医生说是不幸中的万幸了', '该方法适用于“B细胞急性淋巴性白血病”25岁以下青少年患者和“弥漫性大B细胞淋巴性白血病”患者。并且仅限于对现有抗癌药无效的患者。通过简单的静脉注射就能达到治疗效果，即CAR-T细胞疗法。', '回复@不如糊里糊涂:还有别在网上找方法、你得去医院……', '回复@不如糊里糊涂:该方法适用于“B细胞急性淋巴性白血病”25岁以下青少年患者和“弥漫性大B细胞淋巴性白血病”患者。并且仅限于对现有抗癌药无效的患者。通过简单的静脉注射就能达到治疗效果，即CAR-T细胞疗法。', '回复 @DT-professor:某革被你奶奶吃了？还是说你奶奶就是当时迫害知识分子的那帮人？屠呦呦的研究成果你以为是在80年代才出来的？']",:被世界列为疑难杂症的白血病被日本攻克！治療费用约为3300万日元💴200万人民币。正式被列为医疗保险里！30%自己负担，约为990万日币 日本·东京 ,35,88,41
11,68,1,1163390501,  上海,2019-08-27 22:47:16,https://weibo.cn/comment/I4d0466sy,['中'],"[':据网友说是重庆到利川避暑的自驾车，不知怎么的被困水里了。开始时在水里陷的不深，有人建议车上人先下来，再用绳子救车，但车上人不采纳。从找绳子到喊人过了相当一段时间，完全可以从车窗往外转移车内的人。由于车上人固执，导致错过救人关键时机，车慢慢移向深水中…… http://t.cn/Ai8iqOdD ', '舍命不舍财', '我就喜欢这种作死的人最后死了', '人先出来再说呀', '2017年的新闻，已经辟谣了。', '我倒觉得车里的人没那么傻。这个时候谁还爱财不爱命。可能巨大的水流车门推不开。第二车子进水可能电路故障玻璃窗也没办法打开。第三心里恐惧没有指挥逃生活活当误了班宝贵时间。', '坐得都是傻子啊…', '愣货', '人为财死的生动写照', '完了完了完了', '自己要死，上帝也救不了！', '回复@心碎苦咖啡只为伊人醉:', '这是不怕死的典范…', '我突然想起那句可怜人必有可恨之处', '傻的', '窗子放下来，人钻出来还是有逃生的机会的', '可能是导航过去的', '@城市飘虫', '敲了锣，响了鼓，黄泉路上斗地主！', '死之前有没有感到一丝后悔呢', '回复@心碎苦咖啡只为伊人醉:你把车停在河道里面。。应该吗。。。', '该死', '不知轻重缓急人死脑子！人在就有一切，人没有了，再多财富也没意义了！', '车比命贵', '@陳嘉敏在這裡', '但愿全车人全部死亡，一个破车比一车人的命都值钱。车上的人没有一个有脑子吗就？死了也是活该哈哈', '口音像贵州云南不是重庆，', '略略略', '世界上真的有一种死法叫蠢死的', '回复@只要你幸福3呗祢寵壞:人不在了车也还在的，泡水车修修还是可以开的，人没了就没了', '六个大爷坐在车里让别人拉真是活该', '回复@微笑的蚂蚁927:开闸放水不通知下游的最不要脸了，应该严惩', '开局一张图，你当这里是微信朋友圈？', '假的，两年前贵州发生的事，现在又被挖出来，无脑转发']",:据网友说是重庆到利川避暑的自驾车，不知怎么的被困水里了。开始时在水里陷的不深，有人建议车上人先下来，再用绳子救车，但车上人不采纳。从找绳子到喊人过了相当一段时间，完全可以从车窗往外转移车内的人。由于车上人固执，导致错过救人关键时机，车慢慢移向深水中…… http://t.cn/Ai8iqOdD ,79,897,124
12,64,1,7059865197,  其他,None,nn,['正常'],['deleted'],deleted,deleted,deleted,deleted
13,64,1,5143137592,  北京 海淀区,2019-08-26 22:37:06,https://weibo.cn/comment/I43vrm4zW,['中'],['no comment accessible'],:#新闻# 自求多福🙏🙏🙏重庆到利川避暑的自驾车不幸坠河。先车在小河沟陷得不深，完全可以从车窗往外转移车内人。因当时的水只淹没腿部，完全可以救出车内所有乘客。由于车上人固执，导致错过救人关键时机，车上的人慢慢在深水中沉沒。 夜闻会的微博视频 ,0,2,1
14,63,1,5144465848,  北京,None,nn,['中'],['deleted'],deleted,deleted,deleted,deleted
15,62,1,2569360232,  安徽,2019-08-28 22:09:32,https://weibo.cn/comment/I4mbfeqNn,['正常'],['no comment accessible'],:据网友说是重庆到利川避暑的自驾车，不知怎么的被困水里了。开始时在水里陷的不深，有人建议车上人先下来，再用绳子救车，但车上人不采纳。从找绳子到喊人过了相当一段时间，完全可以从车窗往外转移车内的人。由于车上人固执，导致错过救人关键时机，车慢慢移向深水中……,0,3,1
16,74,1,6078562289,  湖北,2019-08-26 18:45:41,https://weibo.cn/comment/I41Zw68V8,['中'],[],:【侥幸酿大祸！自驾避暑途中被河水卷走】近日，重庆到利川避暑的自驾车不幸坠河。先车在小河沟陷得不深，有人建议车上人先下来，再用绳子牵上车，但车上人心存侥幸不予采纳。待周围人群找到绳子试图打捞车辆时，水势已不容控制，在一片惊呼声中车身随水流没入深水中…… 月亮湖视频的微博视频 ,12,25,18
17,88,1,5833359023,  广东,None,nn,['正常'],['deleted'],deleted,deleted,deleted,deleted
18,72,1,3841033240,  北京,2019-08-29 15:07:16,https://weibo.cn/comment/I4sQljJc0,['中'],['no comment accessible'],:重庆到利川避暑的自驾车不幸坠河。先车在小河沟陷得不深，有人建议车上人先下来，再用绳子牵上车，但车上人不采纳。从找绳子到喊人过了相当一段时间，完全可以从车窗往外转移车内人。因当时的水只淹没腿部，完全可以救出车内所有乘客。由于车上人固执，导致错过救人关键时机，车慢慢移向深水中…… 京城一一赵勇的微博视频,7,5,14
19,11,1,5360705553,  黑龙江,None,nn,['正常'],['deleted'],deleted,deleted,deleted,deleted
